loan_amnt,term,int_rate,installment,annual_inc,dti,fico_score,revol_bal,revol_util,total_acc,home_ownership,purpose,emp_length,loan_status
7530, 36 months,19.67,278.58,48544.6,29.76,614,26659,90.6,11,MORTGAGE,home_improvement,8 years,0
12116, 60 months,23.39,344.28,68129.59,9.65,725,3905,90.3,17,RENT,small_business,5 years,0
1258, 60 months,23.09,35.53,34729.98,23.42,762,38814,99.2,25,OTHER,other,3 years,0
1282, 60 months,13.5,29.5,33243.27,27.55,657,38848,55.1,22,RENT,medical,8 years,0
14937, 36 months,18.42,543.16,33843.27,5.61,832,28930,34.4,37,MORTGAGE,car,3 years,0
2898, 60 months,24.24,83.77,24652.99,14.34,815,10490,24.0,24,MORTGAGE,other,5 years,0
5135, 36 months,20.98,193.41,84109.27,36.22,656,6684,3.4,22,OWN,moving,4 years,0
7629, 36 months,5.98,232.02,36390.1,22.69,652,34872,72.7,33,OWN,small_business,< 1 year,1
20584, 36 months,13.08,694.35,95495.29,8.68,606,9376,23.3,18,MORTGAGE,moving,3 years,0
24551, 60 months,8.75,506.66,67344.05,4.91,617,33204,60.7,18,OWN,medical,9 years,0
34380, 36 months,10.74,1121.33,48355.32,20.73,833,47881,91.7,22,MORTGAGE,moving,2 years,0
18071, 36 months,25.87,726.84,79680.24,21.91,665,20709,95.0,5,OWN,medical,7 years,0
21074, 36 months,6.33,644.27,27831.48,13.38,610,13118,0.4,24,MORTGAGE,vacation,6 years,0
26188, 60 months,10.45,562.23,30692.0,25.22,784,45896,31.7,26,RENT,car,9 years,0
3307, 36 months,12.47,110.58,75218.95,2.75,772,29888,,33,RENT,home_improvement,< 1 year,0
12205, 36 months,19.38,449.74,15000.0,5.81,809,29291,53.6,7,RENT,other,10+ years,0
6906, 36 months,17.52,248.01,49452.44,,760,47460,80.8,15,OWN,vacation,7 years,0
3591, 36 months,10.41,116.56,69863.69,2.47,824,26975,85.3,39,MORTGAGE,medical,6 years,0
16149, 36 months,9.2,515.04,107638.07,35.24,619,39776,44.3,39,OWN,medical,1 year,0
26150, 36 months,10.83,854.01,121696.78,5.69,736,46337,35.9,17,OWN,debt_consolidation,9 years,0
32852, 60 months,16.81,813.1,45334.71,26.96,747,28289,45.5,33,MORTGAGE,credit_card,3 years,0
2283, 36 months,11.6,75.39,77820.48,15.65,737,41594,65.3,17,RENT,debt_consolidation,1 year,0
34691, 36 months,26.82,1412.92,30254.19,15.99,709,27588,36.7,20,MORTGAGE,other,8 years,0
2125, 36 months,15.94,74.65,37568.01,30.6,661,35443,77.5,38,OWN,other,7 years,0
2529, 36 months,6.82,77.88,,19.98,735,35108,90.4,22,MORTGAGE,major_purchase,< 1 year,0
27170, 36 months,21.91,1036.37,47861.06,29.03,754,25985,28.2,16,RENT,major_purchase,< 1 year,0
9438, 36 months,12.9,317.55,53949.66,20.21,667,36584,96.5,27,OWN,debt_consolidation,7 years,0
21095, 36 months,20.2,786.12,26373.59,23.72,681,35049,62.3,31,MORTGAGE,medical,4 years,0
17154, 60 months,11.79,379.76,63167.19,30.43,827,5822,87.8,16,MORTGAGE,small_business,< 1 year,0
9004, 36 months,18.34,327.05,77067.16,24.29,785,25112,10.4,14,MORTGAGE,car,10+ years,0
10752, 36 months,22.87,415.48,75645.54,24.62,668,25978,25.1,28,RENT,other,3 years,0
27819, 60 months,26.38,839.18,23698.89,31.57,675,16037,32.1,24,RENT,debt_consolidation,1 year,0
37632, 36 months,11.38,1238.81,89318.74,37.96,738,8996,30.3,35,OWN,home_improvement,8 years,0
27515, 60 months,13.03,626.47,26933.86,15.07,693,14324,17.2,35,RENT,vacation,9 years,0
25217, 36 months,15.95,885.93,48249.99,23.08,603,11473,86.8,24,RENT,moving,5 years,0
24172, 36 months,26.36,978.55,18566.77,3.45,742,23066,41.9,21,MORTGAGE,medical,10+ years,0
33994, 60 months,25.78,1013.37,44016.46,14.35,634,25427,96.3,10,MORTGAGE,credit_card,8 years,0
16036, 36 months,7.52,498.97,26845.36,16.48,643,40865,58.3,21,MORTGAGE,home_improvement,< 1 year,0
12739, 36 months,8.47,401.96,37447.14,33.41,612,49707,13.8,15,MORTGAGE,credit_card,< 1 year,0
33220, 60 months,16.65,819.36,50814.97,20.54,625,8067,54.6,27,OWN,other,10+ years,0
10587, 36 months,7.9,331.27,80525.96,29.24,798,5341,99.4,28,RENT,credit_card,3 years,0
31129, 36 months,13.28,1053.06,78884.66,0.76,775,21427,56.5,35,MORTGAGE,other,1 year,0
1645, 36 months,8.84,52.19,15000.0,18.58,832,15158,0.2,30,OWN,medical,< 1 year,0
31930, 60 months,19.81,842.58,73643.49,36.05,815,26440,93.3,33,MORTGAGE,car,5 years,0
17299, 60 months,26.86,526.78,55479.33,8.97,658,15627,23.5,6,RENT,moving,7 years,1
31090, 36 months,27.93,1284.82,35027.14,1.26,671,38797,68.9,5,OWN,small_business,< 1 year,0
22953, 36 months,13.94,783.81,28904.59,17.34,675,23202,51.5,24,MORTGAGE,vacation,10+ years,0
27475, 60 months,18.98,712.41,47218.6,28.18,807,14341,32.5,22,MORTGAGE,small_business,10+ years,0
19888, 36 months,24.77,788.33,56294.88,18.18,814,2094,,34,OTHER,home_improvement,9 years,0
17087, 36 months,8.14,536.55,61496.12,,681,19314,92.9,25,OWN,debt_consolidation,9 years,0
10346, 60 months,21.02,280.01,43548.3,,831,43587,91.2,17,OWN,vacation,5 years,0
1587, 60 months,14.7,37.51,15000.0,10.18,719,24829,51.3,33,RENT,home_improvement,< 1 year,0
13763, 60 months,10.14,293.37,36417.99,30.08,722,3520,25.8,20,RENT,debt_consolidation,7 years,0
5079, 36 months,14.56,174.97,24095.6,6.12,819,49210,10.2,27,MORTGAGE,credit_card,5 years,0
37116, 36 months,7.21,1149.6,168237.61,15.83,845,32136,,4,RENT,home_improvement,< 1 year,0
21215, 36 months,21.15,800.91,50796.75,26.24,640,18991,52.2,36,MORTGAGE,car,,0
26817, 36 months,11.19,880.37,,33.13,602,5110,30.8,19,OTHER,car,< 1 year,0
25765, 36 months,12.51,862.06,71759.55,31.66,590,46270,4.2,8,RENT,credit_card,8 years,0
31112, 60 months,8.22,634.12,59053.38,28.87,595,41224,45.5,33,RENT,small_business,2 years,0
26556, 36 months,24.95,1055.16,38187.73,14.36,628,34475,74.6,25,OWN,credit_card,7 years,0
19099, 60 months,16.6,470.56,35372.95,4.89,749,46637,89.2,17,RENT,medical,7 years,0
7450, 36 months,18.37,270.72,15000.0,8.67,698,18677,58.5,25,RENT,moving,6 years,0
14230, 36 months,18.31,516.66,53386.64,34.59,621,44247,72.3,5,OWN,home_improvement,,1
30009, 36 months,14.74,1036.46,58701.97,34.29,589,35252,36.4,33,OWN,car,,0
6433, 36 months,9.83,207.06,47634.0,38.06,628,32583,49.6,35,MORTGAGE,home_improvement,4 years,0
34866, 36 months,22.27,1336.42,53426.02,3.04,844,10715,73.0,20,MORTGAGE,moving,4 years,0
19710, 60 months,8.36,403.05,23769.39,21.47,786,19839,72.8,15,RENT,small_business,1 year,0
12439, 60 months,7.84,251.27,41092.12,25.95,746,33645,42.5,39,RENT,debt_consolidation,< 1 year,0
17021, 36 months,21.48,645.47,33192.78,28.43,581,43664,54.4,14,RENT,car,4 years,0
7416, 36 months,10.2,239.99,73057.61,25.75,647,8738,92.4,23,OWN,medical,4 years,0
7980, 60 months,12.4,179.13,50241.2,30.8,789,35230,63.2,32,MORTGAGE,debt_consolidation,2 years,1
19058, 36 months,16.19,671.81,33393.36,14.38,718,32559,64.3,31,OTHER,medical,7 years,0
12101, 36 months,15.61,423.11,44534.95,7.18,616,37261,78.5,24,RENT,major_purchase,5 years,0
33602, 36 months,21.44,1273.56,26272.69,8.18,797,44538,11.5,13,RENT,credit_card,1 year,0
10122, 60 months,19.53,265.53,40259.24,0.48,759,31896,52.3,15,RENT,debt_consolidation,1 year,0
13576, 36 months,20.0,504.53,69536.85,14.01,584,38903,95.9,37,OWN,credit_card,3 years,0
28516, 36 months,21.57,1082.71,22040.19,,709,24365,36.2,9,MORTGAGE,small_business,5 years,0
23433, 60 months,12.08,522.2,47254.64,12.86,712,44591,29.5,25,MORTGAGE,credit_card,8 years,0
2089, 36 months,12.75,70.14,31258.26,25.13,678,18599,60.1,4,MORTGAGE,small_business,7 years,0
38346, 36 months,15.35,1335.86,22049.63,35.78,739,48817,22.1,15,MORTGAGE,car,7 years,0
10127, 36 months,12.42,338.4,150117.88,33.58,815,22331,55.6,12,OWN,car,,0
11487, 60 months,27.66,355.3,104012.3,10.11,726,31522,15.6,39,RENT,small_business,10+ years,1
1155, 36 months,23.82,45.2,34240.42,5.36,694,24805,58.0,29,RENT,major_purchase,,1
2958, 60 months,9.2,61.69,41197.73,7.72,583,29374,60.2,24,MORTGAGE,other,5 years,0
11693, 36 months,5.63,353.77,15000.0,38.84,666,17811,41.8,19,OWN,small_business,5 years,1
39547, 36 months,6.46,1211.36,18854.51,21.98,625,39055,38.3,21,RENT,major_purchase,9 years,0
29795, 60 months,10.99,647.67,24913.94,7.3,662,49045,24.5,34,RENT,moving,5 years,0
22447, 36 months,8.07,704.13,48042.87,33.63,733,18083,33.1,3,RENT,other,7 years,0
37598, 36 months,17.5,1349.85,45760.07,15.81,690,46610,49.8,38,RENT,small_business,7 years,0
26215, 36 months,24.8,1039.53,59816.28,35.97,696,12161,24.8,27,MORTGAGE,vacation,6 years,0
10794, 36 months,22.08,412.67,73656.27,10.43,676,14403,78.3,3,MORTGAGE,vacation,4 years,0
34209, 36 months,10.35,1109.46,57919.28,15.73,768,6958,70.9,4,MORTGAGE,car,5 years,0
23424, 36 months,14.48,806.05,25620.68,20.2,667,25805,26.9,21,RENT,moving,5 years,0
38396, 36 months,16.93,1367.58,59540.62,35.7,666,28970,9.7,11,MORTGAGE,debt_consolidation,2 years,0
7370, 60 months,23.73,210.87,71769.23,34.75,605,34591,0.0,22,MORTGAGE,vacation,10+ years,0
10528, 36 months,24.38,415.15,37935.27,22.97,610,10468,59.7,10,MORTGAGE,major_purchase,2 years,0
29276, 60 months,25.97,876.02,16189.97,8.87,705,11135,21.1,3,RENT,home_improvement,6 years,1
9179, 36 months,16.96,327.07,99751.91,16.13,777,24845,1.3,29,MORTGAGE,car,5 years,0
17843, 36 months,21.12,673.34,51688.4,39.03,610,20155,35.9,4,MORTGAGE,car,4 years,1
24952, 36 months,8.02,782.14,15000.0,24.31,811,29491,96.2,17,MORTGAGE,vacation,10+ years,0
34160, 36 months,18.22,1238.74,169761.85,31.24,624,500,69.0,5,OWN,credit_card,5 years,0
30516, 36 months,11.1,1000.5,36781.21,17.99,768,21990,85.8,24,RENT,moving,5 years,0
11449, 60 months,15.21,273.63,211803.43,21.28,631,7939,14.5,31,RENT,other,3 years,0
22125, 60 months,19.77,583.35,61477.01,17.16,631,21991,7.3,39,RENT,moving,10+ years,0
8418, 60 months,11.28,184.21,43407.7,28.12,658,46045,1.2,14,RENT,credit_card,,0
23746, 36 months,6.67,729.63,54729.43,34.06,628,13789,95.6,7,RENT,small_business,6 years,0
3454, 60 months,5.73,66.34,32030.28,20.29,809,19134,30.0,11,RENT,debt_consolidation,10+ years,0
18761, 36 months,6.0,570.75,50857.67,19.23,623,18537,46.0,18,MORTGAGE,moving,,0
16223, 36 months,5.69,491.26,163795.24,13.61,826,37504,39.5,9,OWN,home_improvement,< 1 year,0
7701, 60 months,7.98,156.07,,7.08,798,608,73.0,10,MORTGAGE,credit_card,9 years,0
3597, 36 months,10.89,117.57,,37.57,601,44003,31.0,35,RENT,medical,5 years,1
1141, 36 months,10.48,37.07,31829.37,12.64,709,13887,53.5,18,RENT,car,4 years,0
3659, 36 months,27.7,150.76,44318.23,32.03,586,18047,99.6,23,RENT,credit_card,5 years,1
21980, 36 months,12.39,734.15,160486.68,28.61,623,3294,44.4,4,MORTGAGE,vacation,< 1 year,0
10031, 60 months,8.37,205.17,67230.15,31.64,819,27005,55.1,30,RENT,debt_consolidation,3 years,0
16037, 36 months,17.78,578.01,76680.61,37.47,644,15173,50.3,28,RENT,credit_card,7 years,0
39429, 60 months,24.8,1152.67,51149.49,24.93,825,22406,80.3,38,RENT,home_improvement,3 years,0
7142, 36 months,20.76,268.2,247036.96,35.92,652,27287,26.7,4,MORTGAGE,credit_card,9 years,1
13109, 36 months,12.16,436.41,27728.52,6.71,650,19569,17.0,20,OWN,debt_consolidation,7 years,0
23010, 36 months,18.14,833.48,19003.47,25.07,776,34299,75.4,35,RENT,car,10+ years,0
9787, 36 months,21.58,371.65,134808.1,30.89,768,47043,41.6,15,OWN,debt_consolidation,7 years,0
9472, 36 months,21.88,361.15,,10.87,737,29750,91.4,22,MORTGAGE,major_purchase,1 year,0
24383, 60 months,20.5,652.8,62702.43,29.63,604,36984,64.4,3,RENT,small_business,5 years,0
5249, 60 months,25.09,154.34,137285.1,31.14,650,3706,56.4,11,MORTGAGE,medical,6 years,0
35518, 60 months,25.08,1044.17,63204.79,33.25,802,11266,7.0,18,RENT,home_improvement,6 years,0
19351, 60 months,18.53,496.98,186930.27,12.52,739,23643,73.0,3,OTHER,medical,< 1 year,1
5088, 60 months,15.17,121.5,53194.88,27.26,654,20886,68.6,28,MORTGAGE,car,3 years,0
16282, 36 months,19.94,604.6,32052.29,12.17,717,47544,64.0,2,MORTGAGE,moving,6 years,0
20330, 60 months,23.91,583.79,15000.0,29.56,620,9846,26.8,37,RENT,home_improvement,5 years,0
22778, 36 months,5.63,689.14,58707.83,18.52,595,12719,94.7,34,MORTGAGE,major_purchase,2 years,0
25264, 36 months,27.82,1042.55,15000.0,23.9,768,21388,32.2,23,MORTGAGE,debt_consolidation,9 years,1
6075, 36 months,9.62,194.94,59562.64,16.63,607,45116,15.2,36,MORTGAGE,vacation,9 years,0
11412, 36 months,16.08,401.66,117679.83,6.48,742,19928,98.7,35,MORTGAGE,car,< 1 year,0
29365, 36 months,25.12,1169.41,48521.56,7.12,634,46326,74.6,19,RENT,home_improvement,4 years,0
8230, 60 months,10.56,177.14,54943.67,3.1,681,3818,41.5,37,RENT,other,10+ years,0
12002, 36 months,16.23,423.32,84914.39,24.72,621,8087,93.6,4,OWN,debt_consolidation,7 years,0
14947, 36 months,8.48,471.7,73256.37,33.95,842,47972,9.1,17,RENT,debt_consolidation,2 years,0
14686, 36 months,14.39,504.72,98351.11,0.83,750,36211,8.8,12,RENT,small_business,4 years,0
30304, 36 months,9.49,970.58,48459.94,2.65,787,48416,68.2,11,OWN,small_business,8 years,0
14074, 36 months,13.68,478.83,15000.0,18.3,628,22093,17.8,22,RENT,vacation,7 years,0
5493, 36 months,13.9,187.47,99271.18,29.51,639,1047,,26,MORTGAGE,major_purchase,10+ years,0
35228, 36 months,27.85,1454.3,42477.04,6.31,585,43413,84.0,36,MORTGAGE,home_improvement,8 years,0
15140, 36 months,27.88,625.26,28935.03,10.87,727,45042,30.6,7,MORTGAGE,small_business,4 years,0
32655, 60 months,8.08,663.38,59967.69,9.28,790,19044,88.9,9,MORTGAGE,car,2 years,0
7816, 60 months,21.83,215.11,54826.29,15.96,729,32115,4.3,35,MORTGAGE,medical,10+ years,0
12639, 36 months,6.66,388.29,31267.13,9.0,664,7930,54.9,2,MORTGAGE,moving,8 years,0
30492, 36 months,6.18,930.11,22666.64,14.1,739,15994,93.6,4,RENT,home_improvement,3 years,0
12240, 36 months,7.87,382.82,64928.97,29.14,626,26838,85.5,39,MORTGAGE,debt_consolidation,< 1 year,1
33698, 60 months,27.22,1033.42,29439.04,24.44,741,39826,35.6,28,MORTGAGE,other,10+ years,0
27957, 36 months,26.67,1136.41,52503.24,3.25,734,48971,18.3,14,MORTGAGE,small_business,1 year,0
33808, 36 months,9.86,1088.67,61332.63,25.51,809,39034,21.1,20,RENT,other,7 years,0
6827, 60 months,9.14,142.18,87632.37,19.08,737,25339,51.5,20,RENT,major_purchase,1 year,0
33762, 36 months,10.91,1103.89,174811.26,37.38,740,10559,59.7,7,MORTGAGE,moving,5 years,0
9259, 36 months,17.1,330.57,56518.63,11.57,826,3408,3.3,15,OTHER,medical,4 years,0
15849, 36 months,18.32,575.53,37978.79,29.05,635,23878,41.4,6,MORTGAGE,major_purchase,8 years,1
17232, 60 months,10.49,370.3,132595.91,29.23,730,18068,83.0,37,MORTGAGE,major_purchase,7 years,0
25173, 60 months,22.52,702.71,91936.71,8.86,633,46144,44.4,10,RENT,credit_card,< 1 year,1
6374, 60 months,12.46,143.27,,36.13,802,33637,16.9,24,RENT,debt_consolidation,2 years,0
22174, 36 months,26.25,896.36,56494.14,19.65,833,37891,95.5,33,MORTGAGE,other,4 years,0
24567, 36 months,20.28,916.51,,27.16,647,27309,26.6,30,RENT,moving,7 years,0
36292, 60 months,15.32,869.49,54031.74,5.83,632,32391,79.8,29,RENT,car,6 years,0
10277, 60 months,23.27,291.31,46114.41,10.31,824,25489,19.4,12,MORTGAGE,home_improvement,1 year,0
32600, 36 months,23.9,1277.28,27312.55,23.44,619,27707,42.3,20,MORTGAGE,small_business,6 years,0
10885, 60 months,12.04,242.35,49282.49,12.76,717,23596,,2,RENT,moving,4 years,0
1778, 36 months,13.14,60.03,140697.09,19.99,845,23111,50.1,10,MORTGAGE,credit_card,,0
30165, 36 months,26.56,1224.38,30042.69,14.96,717,16926,51.6,3,MORTGAGE,vacation,7 years,0
2492, 36 months,9.21,79.49,41657.52,25.62,789,34971,22.5,5,MORTGAGE,vacation,4 years,0
31462, 36 months,6.45,963.56,28705.63,19.49,751,19319,51.6,30,MORTGAGE,other,8 years,0
14615, 60 months,15.72,353.24,98164.45,0.18,764,17135,48.2,5,OTHER,car,< 1 year,0
8851, 36 months,23.53,345.07,80645.84,25.99,819,34879,20.9,2,OWN,credit_card,4 years,0
17288, 36 months,22.86,667.95,22765.75,16.88,790,7276,98.8,29,RENT,moving,< 1 year,1
8156, 60 months,26.19,245.11,15000.0,13.67,730,26062,86.6,19,OWN,credit_card,< 1 year,0
3044, 60 months,17.5,76.47,82406.59,3.77,703,49698,88.8,14,RENT,small_business,< 1 year,0
8368, 36 months,7.75,261.26,,,628,14586,68.6,7,RENT,credit_card,4 years,0
20900, 36 months,18.75,763.47,80576.3,8.95,703,21345,16.0,23,RENT,debt_consolidation,8 years,0
31600, 36 months,23.01,1223.39,33428.23,37.41,647,18941,56.8,31,RENT,moving,1 year,1
26634, 36 months,7.6,829.71,74384.27,17.3,810,1571,82.1,28,OWN,credit_card,5 years,0
10168, 60 months,9.38,212.95,63989.22,1.68,588,39352,3.9,9,RENT,credit_card,4 years,0
21961, 60 months,5.78,422.32,35529.82,5.55,845,9949,49.6,29,RENT,major_purchase,6 years,0
24852, 36 months,18.86,909.22,28929.14,3.16,704,37542,,3,RENT,small_business,6 years,0
34110, 36 months,25.45,1364.34,69249.97,23.55,691,12561,21.2,21,RENT,home_improvement,2 years,0
33174, 36 months,20.59,1242.86,32352.56,7.46,633,32827,37.8,12,RENT,car,5 years,1
35215, 60 months,27.6,1087.97,95357.49,19.94,668,29013,98.3,15,RENT,credit_card,2 years,0
27955, 36 months,6.92,862.15,29750.17,14.8,674,25993,72.3,25,MORTGAGE,moving,1 year,0
7581, 36 months,25.82,304.72,60488.6,32.16,829,46870,,14,RENT,home_improvement,4 years,0
7317, 36 months,23.82,286.38,38788.43,12.82,745,22595,60.5,9,OWN,other,3 years,0
27649, 36 months,12.57,925.89,49189.16,18.33,806,17722,24.7,22,MORTGAGE,major_purchase,3 years,0
24132, 36 months,27.4,990.38,32198.78,28.85,715,25042,61.1,23,RENT,major_purchase,3 years,0
17789, 36 months,11.98,590.68,44039.23,17.33,644,7001,89.6,10,RENT,small_business,7 years,0
15567, 60 months,25.51,461.58,15000.0,31.73,584,26886,55.7,12,OWN,other,< 1 year,1
15868, 60 months,25.32,468.73,30098.98,26.47,699,7948,73.3,17,MORTGAGE,moving,2 years,1
25370, 60 months,22.55,708.65,34455.81,16.42,798,31874,45.3,10,OTHER,medical,8 years,1
31483, 36 months,18.18,1141.03,46951.67,20.16,622,18855,52.4,4,RENT,car,2 years,1
13466, 36 months,8.2,423.22,106501.58,38.69,767,48394,69.5,37,RENT,other,< 1 year,0
29803, 36 months,17.47,1069.54,32252.85,26.46,605,25295,81.2,14,RENT,vacation,4 years,0
19230, 36 months,13.53,652.85,114506.98,36.2,846,25811,65.9,2,OWN,small_business,3 years,0
18862, 60 months,23.32,535.2,29235.79,7.15,741,41522,97.7,12,MORTGAGE,car,9 years,0
32259, 36 months,22.56,1241.35,25213.3,19.33,812,41942,82.0,25,OTHER,vacation,7 years,0
34539, 36 months,25.99,1391.41,15826.96,36.35,709,29225,77.7,6,MORTGAGE,debt_consolidation,10+ years,0
22909, 60 months,5.83,441.09,70549.56,12.9,600,45814,84.5,3,MORTGAGE,major_purchase,10+ years,0
31795, 60 months,23.7,909.15,51617.37,38.71,707,40869,28.1,18,RENT,medical,8 years,1
9770, 36 months,26.62,396.87,68085.65,3.88,655,20723,43.2,18,RENT,moving,9 years,0
12093, 36 months,23.26,469.76,53049.06,36.11,652,7879,56.4,21,MORTGAGE,credit_card,4 years,0
1193, 36 months,8.43,37.62,48751.03,17.81,812,40568,46.2,16,MORTGAGE,medical,< 1 year,0
35775, 36 months,7.33,1110.03,58142.62,2.95,685,9549,84.7,5,OWN,medical,3 years,0
18569, 36 months,5.97,564.65,178347.95,35.18,588,27338,2.7,12,RENT,home_improvement,2 years,0
12190, 36 months,19.65,450.85,36887.83,10.08,698,18169,20.9,24,MORTGAGE,vacation,5 years,0
33327, 60 months,19.67,876.85,168146.91,0.89,629,46966,88.2,2,MORTGAGE,medical,1 year,0
21389, 36 months,27.71,881.38,81749.74,5.43,589,34730,5.9,5,OWN,moving,4 years,0
3261, 36 months,14.46,112.18,61029.87,26.36,692,15136,22.7,39,MORTGAGE,major_purchase,7 years,0
29369, 36 months,12.97,989.13,68371.9,39.11,845,40014,35.1,3,RENT,medical,10+ years,0
27512, 36 months,19.55,1016.15,15000.0,4.46,657,42148,75.1,28,OWN,medical,4 years,0
7716, 60 months,24.08,222.33,41898.36,18.48,615,5965,56.0,35,MORTGAGE,small_business,4 years,1
22259, 36 months,26.58,903.72,32789.38,7.23,781,2678,95.5,14,MORTGAGE,other,7 years,1
29933, 36 months,23.57,1167.61,174108.86,29.8,697,22489,22.8,19,RENT,car,10+ years,0
5378, 36 months,15.1,186.69,39941.09,4.72,769,46136,87.2,12,OWN,credit_card,,0
20835, 60 months,19.79,549.57,48152.1,9.59,821,43967,28.3,6,OWN,car,3 years,0
30033, 36 months,24.77,1190.46,47685.08,7.86,748,38075,24.5,30,RENT,major_purchase,9 years,0
25000, 60 months,16.54,615.15,22383.52,22.1,809,19507,49.8,26,RENT,medical,8 years,1
11332, 36 months,10.38,367.68,35026.74,34.93,627,35911,7.1,15,MORTGAGE,home_improvement,1 year,0
3800, 36 months,9.32,121.41,80028.55,20.44,729,35568,38.4,39,OWN,medical,< 1 year,0
30538, 36 months,5.5,922.12,15000.0,2.33,787,49475,35.6,38,MORTGAGE,vacation,3 years,0
31119, 60 months,21.66,853.47,59089.67,22.54,640,32081,16.0,12,RENT,medical,9 years,0
9333, 60 months,8.0,189.24,28541.43,31.9,696,22586,86.1,33,RENT,debt_consolidation,2 years,1
6410, 36 months,10.99,209.82,106932.32,5.29,818,34562,38.6,7,MORTGAGE,vacation,8 years,0
18839, 36 months,12.2,627.53,62128.06,2.91,627,43208,98.2,7,RENT,medical,2 years,0
31519, 36 months,18.11,1141.23,19695.38,7.51,824,2342,90.0,23,RENT,credit_card,2 years,0
6808, 36 months,14.45,234.17,38189.38,29.84,584,44360,19.5,4,RENT,major_purchase,,0
7796, 36 months,20.68,292.44,64352.82,23.67,679,10167,50.5,20,RENT,moving,6 years,0
22180, 60 months,6.75,436.58,40848.59,21.62,784,34075,60.2,35,MORTGAGE,credit_card,1 year,0
18709, 60 months,8.29,381.95,53480.49,9.98,759,48303,81.9,8,MORTGAGE,medical,10+ years,0
18543, 36 months,16.73,658.62,48458.25,,596,47713,88.6,17,MORTGAGE,vacation,7 years,0
38418, 36 months,13.08,1295.94,82461.98,38.64,669,47452,62.4,39,OWN,other,5 years,1
30075, 60 months,12.16,671.44,63814.74,9.63,687,1455,3.5,10,OWN,home_improvement,10+ years,0
38755, 60 months,7.01,767.58,47623.18,36.07,769,26293,48.1,14,RENT,small_business,8 years,0
38465, 36 months,25.65,1542.62,49550.65,23.22,759,43389,88.5,35,MORTGAGE,car,7 years,1
31502, 36 months,21.07,1187.97,25598.77,4.93,828,38159,71.4,38,OWN,car,3 years,0
17724, 36 months,8.24,557.37,118234.97,18.69,830,2539,87.0,7,RENT,car,7 years,0
4828, 36 months,6.96,148.99,289910.73,37.94,599,36386,67.4,39,RENT,major_purchase,3 years,0
18087, 36 months,27.43,742.58,40206.76,16.74,676,35146,4.4,5,OWN,small_business,10+ years,0
13605, 36 months,20.83,511.38,50444.03,34.54,801,25450,96.8,6,RENT,credit_card,4 years,0
